Date,NO2,SO2,RSPM/PM10
2015-04-06,43.0,4.0,220.0
2015-04-09,61.0,4.0,211.0
2015-04-11,63.0,4.0,445.0
2015-04-12,72.0,4.0,298.0
2015-04-15,57.0,4.0,207.0
2015-04-20,54.0,4.0,340.0
2015-04-23,63.0,4.0,300.0
2015-04-28,59.0,4.0,227.0
2015-05-03,49.0,4.0,223.0
2015-05-05,56.0,4.0,232.0
2015-05-08,37.0,4.0,104.0
2015-05-10,58.0,4.0,249.0
2015-05-13,56.0,4.0,157.0
2015-05-18,48.0,5.0,270.0
2015-05-21,45.0,4.0,204.0
2015-05-26,44.0,4.0,300.0
2015-06-01,55.0,4.0,250.0
2015-06-02,52.0,4.0,233.0
2015-06-07,46.0,4.0,106.0
2015-06-17,55.0,4.0,303.0
2015-06-22,44.0,4.0,316.0
2015-06-25,42.0,4.0,214.0
2015-07-04,59.0,4.0,167.0
2015-07-14,53.0,4.0,223.0
2015-07-17,41.0,4.0,204.0
2015-07-22,45.0,4.0,289.0
2015-07-27,45.0,4.0,219.0
2015-07-30,44.0,4.0,218.0
2015-08-05,51.0,4.0,239.0
2015-08-10,58.0,4.0,250.0
2015-08-13,nan,nan,nan
2015-08-18,nan,nan,nan
2015-08-21,nan,nan,nan
2015-08-26,nan,nan,nan
2015-09-01,65.0,4.0,344.0
2015-09-06,52.0,4.0,324.0
2015-09-07,51.0,4.0,197.0
2015-09-09,50.0,4.0,225.0
2015-09-12,82.0,5.0,257.0
2015-09-14,50.0,4.0,231.0
2015-09-17,44.0,4.0,184.0
2015-09-22,41.0,4.0,125.0
2015-09-28,nan,nan,nan
2015-10-04,55.0,4.0,151.0
2015-10-08,nan,nan,nan
2015-10-11,nan,nan,nan
2015-10-13,50.0,4.0,247.0
2015-10-16,60.0,4.0,327.0
2015-10-21,59.0,4.0,289.0
2015-10-27,53.0,4.0,173.0
2015-11-02,61.0,4.0,302.0
2015-11-03,59.0,4.0,175.0
2015-11-16,64.0,4.0,371.0
2015-11-19,69.0,4.0,413.0
2015-11-24,71.0,4.0,389.0
2015-12-06,45.0,4.0,330.0
2015-12-14,85.0,5.0,242.0
2015-12-17,69.0,4.0,450.0
2015-12-29,52.0,5.0,309.0
2015-12-30,nan,nan,301.0
