Date,NO2,SO2,RSPM/PM10
2008-01-16,53.0,4.2,92.0
2008-01-21,46.7,4.0,143.0
2008-01-24,70.0,5.0,225.0
2008-01-29,48.8,4.5,227.0
2008-02-04,52.7,4.2,172.0
2008-02-07,58.0,4.8,177.0
2008-02-12,70.7,4.8,236.0
2008-02-15,63.3,4.2,225.0
2008-02-20,62.8,5.2,387.0
2008-02-25,79.2,4.7,327.0
2008-02-28,70.3,4.5,208.0
2008-03-05,82.3,5.5,373.0
2008-03-11,62.8,4.2,184.0
2008-03-14,73.0,4.0,255.0
2008-03-19,85.3,4.0,196.0
2008-03-25,60.0,4.0,238.0
2008-03-28,46.0,6.0,333.0
2008-04-03,50.2,4.0,132.0
2008-04-08,56.7,4.0,197.0
2008-04-11,61.3,4.0,143.0
2008-04-17,53.0,4.0,195.0
2008-04-23,65.7,4.3,222.0
2008-04-28,60.7,4.0,347.0
2008-05-02,69.7,4.5,269.0
2008-05-07,69.7,4.7,277.0
2008-05-12,74.0,4.3,199.0
2008-05-15,57.0,4.5,nan
2008-05-21,72.2,4.0,131.0
2008-05-26,61.0,4.2,218.0
2008-05-29,55.5,4.2,251.0
2008-06-04,56.0,4.3,166.0
2008-06-09,54.7,4.2,132.0
2008-06-12,54.8,4.2,221.0
2008-06-17,36.8,4.0,nan
2008-06-20,42.2,4.2,202.0
2008-06-25,46.5,4.0,118.0
2008-07-03,36.2,4.7,155.0
2008-07-08,37.8,4.0,120.0
2008-07-11,38.0,4.0,123.0
2008-07-16,38.0,4.0,89.0
2008-07-21,33.2,4.0,98.0
2008-07-24,38.0,4.2,108.0
2008-07-29,34.3,4.0,118.0
2008-08-04,37.3,4.0,99.0
2008-08-07,35.5,4.0,109.0
2008-08-12,40.3,4.0,113.0
2008-08-18,41.5,4.0,105.0
2008-08-21,37.8,4.0,93.0
2008-08-26,44.2,4.0,176.0
2008-09-04,45.3,4.0,157.0
2008-09-09,38.7,4.3,120.0
2008-09-12,45.5,4.0,124.0
2008-09-17,37.8,4.0,84.0
2008-09-22,36.2,4.0,95.0
2008-09-25,41.2,4.2,124.0
2008-10-01,60.3,4.2,140.0
2008-10-16,53.0,4.0,178.0
2008-10-21,56.0,4.2,222.0
2008-10-24,64.7,4.0,354.0
2008-10-30,60.7,4.0,551.0
2008-11-05,51.7,4.0,308.0
2008-11-10,108.8,15.7,470.0
2008-11-14,108.5,15.8,337.0
2008-11-19,110.0,15.0,343.0
2008-11-24,81.2,6.3,300.0
2008-11-27,104.3,14.3,283.0
2008-12-03,81.5,6.2,394.0
2008-12-08,77.7,4.8,337.0
2008-12-12,59.0,4.7,211.0
2008-12-17,68.0,4.5,305.0
2008-12-22,60.8,4.3,181.0
2008-12-26,78.7,6.2,354.0
2009-01-01,72.7,6.7,322.0
2009-01-06,54.8,4.5,270.0
2009-01-12,44.8,5.5,225.0
2009-01-15,51.3,5.7,245.0
2009-01-20,32.8,4.2,151.0
2009-01-23,51.2,4.0,195.0
2009-01-29,60.8,5.5,171.0
2009-02-04,66.5,4.5,330.0
2009-02-09,59.8,4.2,192.0
2009-02-12,36.7,4.2,75.0
2009-02-17,38.2,4.7,193.0
2009-02-20,36.8,4.0,255.0
2009-02-25,39.7,5.0,217.0
2009-03-03,45.3,5.7,nan
2009-03-06,nan,nan,nan
2009-03-13,nan,nan,nan
2009-03-18,nan,nan,nan
2009-03-23,68.7,7.2,226.0
2009-03-26,52.7,4.2,150.0
2009-04-01,62.8,5.5,244.0
2009-04-08,58.3,4.8,268.0
2009-04-17,36.3,4.3,217.0
2009-04-22,38.7,4.2,250.0
2009-04-27,39.0,4.7,278.0
2009-05-01,51.3,5.5,245.0
2009-05-06,26.7,4.0,164.0
2009-05-11,40.0,4.2,243.0
2009-05-14,41.7,4.2,170.0
2009-05-19,35.0,4.3,221.0
2009-05-22,30.3,4.3,141.0
2009-05-27,39.7,5.3,230.0
2009-06-02,27.7,4.0,193.0
2009-06-05,30.5,4.0,207.0
2009-06-10,28.3,4.0,172.0
2009-06-15,29.3,4.0,210.0
2009-06-18,26.5,4.0,172.0
2009-06-23,29.7,4.5,194.0
2009-06-26,33.0,4.0,187.0
2009-07-02,26.8,4.0,133.0
2009-07-07,34.5,4.2,162.0
2009-07-10,26.3,4.0,105.0
2009-07-15,26.8,4.0,172.0
2009-07-20,27.5,4.0,190.0
2009-07-23,28.5,4.0,nan
2009-07-28,32.8,4.0,nan
2009-08-03,33.5,4.0,nan
2009-08-06,33.3,4.0,nan
2009-08-11,37.3,4.0,nan
2009-08-17,51.0,5.2,nan
2009-08-20,41.8,4.2,nan
2009-08-25,34.8,4.3,nan
2009-08-28,35.2,4.0,130.0
2009-09-01,33.8,4.0,145.0
2009-09-04,28.8,4.0,86.0
2009-09-09,29.7,4.0,67.0
2009-09-14,35.8,4.0,193.0
2009-09-17,42.8,4.0,170.0
2009-09-23,43.7,4.0,183.0
2009-09-29,47.3,4.2,145.0
2009-10-06,49.2,4.0,97.0
2009-10-09,54.5,5.0,237.0
2009-10-19,51.5,4.5,182.0
2009-10-22,55.7,4.7,303.0
2009-10-27,53.7,5.0,149.0
2009-11-03,61.3,5.3,224.0
2009-11-06,58.0,4.2,nan
2009-11-11,46.7,4.2,nan
2009-11-16,51.8,4.7,nan
2009-11-19,54.2,4.8,nan
2009-11-24,57.5,4.5,230.0
2009-11-27,51.3,4.8,295.0
