Date,NO2,SO2,RSPM/PM10
2005-01-05,36.0,11.0,165.0
2005-01-10,31.0,8.0,152.0
2005-01-13,33.0,9.0,121.0
2005-01-18,33.0,8.0,113.0
2005-01-24,29.0,8.0,64.0
2005-01-28,30.0,9.0,73.0
2005-02-03,36.0,11.0,135.0
2005-02-08,27.0,9.0,80.0
2005-02-11,35.0,11.0,128.0
2005-02-16,28.0,11.0,142.0
2005-02-21,32.0,9.0,181.0
2005-02-24,40.0,10.0,148.0
2005-03-02,25.0,7.0,71.0
2005-03-07,34.0,10.0,137.0
2005-03-11,24.0,7.0,61.0
2005-03-16,34.0,8.0,169.0
2005-03-21,40.0,10.0,142.0
2005-03-24,24.0,7.0,162.0
2005-03-30,27.0,7.0,nan
2005-04-05,24.0,7.0,167.0
2005-04-08,53.0,19.0,567.0
2005-04-13,40.0,10.0,281.0
2005-04-19,35.0,10.0,162.0
2005-04-21,37.0,9.0,162.0
2005-04-27,31.0,6.0,181.0
2005-05-03,25.0,4.0,48.0
2005-05-06,35.0,8.0,123.0
2005-05-11,21.0,7.0,99.0
2005-05-16,38.0,9.0,317.0
2005-05-19,30.0,8.0,215.0
2005-05-25,26.0,6.0,113.0
2005-05-30,32.0,7.0,135.0
2005-06-03,31.0,6.0,188.0
2005-06-08,32.0,8.0,169.0
2005-06-13,43.0,9.0,nan
2005-06-16,37.0,10.0,151.0
2005-06-21,31.0,7.0,80.0
2005-06-24,41.0,10.0,77.0
2005-06-29,40.0,11.0,147.0
2005-07-05,18.0,5.0,85.0
2005-07-08,25.0,7.0,111.0
2005-07-13,20.0,5.0,58.0
2005-07-18,35.0,9.0,103.0
2005-07-21,49.0,13.0,183.0
2005-07-26,33.0,7.0,63.0
2005-08-01,30.0,6.0,54.0
2005-08-04,29.0,8.0,77.0
2005-08-09,29.0,8.0,74.0
2005-08-12,35.0,9.0,115.0
2005-08-18,35.0,11.0,75.0
2005-08-23,31.0,7.0,71.0
2005-08-26,39.0,8.0,144.0
2005-09-01,41.0,10.0,97.0
2005-09-06,37.0,9.0,102.0
2005-09-09,30.0,8.0,87.0
2005-09-14,26.0,8.0,61.0
2005-09-19,30.0,7.0,71.0
2005-09-22,34.0,9.0,61.0
2005-09-27,28.0,6.0,62.0
2005-10-03,45.0,12.0,66.0
2005-10-06,42.0,12.0,126.0
2005-10-13,49.0,13.0,111.0
2005-10-18,41.0,9.0,122.0
2005-10-21,51.0,12.0,134.0
2005-10-26,55.0,17.0,259.0
2006-01-02,36.3,11.6,91.0
2006-01-05,39.8,6.2,97.0
2006-01-10,40.5,9.3,136.0
2006-01-16,56.7,13.5,nan
2006-01-19,48.2,10.5,nan
2006-01-24,35.8,7.2,nan
2006-01-30,64.8,13.2,289.0
2006-02-03,42.2,11.2,207.0
2006-02-08,45.2,10.3,233.0
2006-02-14,40.8,12.0,184.0
2006-02-17,40.3,8.5,114.0
2006-02-22,37.2,10.2,119.0
2006-02-27,34.7,11.0,84.0
2006-03-03,45.3,15.0,137.0
2006-03-08,40.2,10.3,151.0
2006-03-13,27.7,5.8,125.0
2006-03-17,29.5,5.0,90.0
2006-03-22,41.8,7.2,79.0
2006-03-27,39.2,9.0,95.0
2006-03-30,34.0,9.3,82.0
2006-04-05,37.0,9.2,182.0
2006-04-12,32.2,6.6,160.0
2006-04-18,43.8,9.7,119.0
2006-04-21,67.2,15.8,292.0
2006-04-26,67.3,15.2,339.0
2006-05-02,30.3,7.3,178.0
2006-05-05,43.8,8.3,110.0
2006-05-10,nan,nan,207.0
2006-05-15,39.7,8.0,111.0
2006-05-18,41.3,8.3,88.0
2006-05-23,28.0,5.7,74.0
2006-05-26,46.7,9.8,103.0
2006-06-01,45.8,11.8,141.0
2006-06-06,48.0,9.2,167.0
2006-06-09,54.3,12.8,333.0
2006-06-14,56.0,10.0,258.0
2006-06-19,38.8,9.3,107.0
2006-06-22,37.7,7.7,143.0
2006-06-27,37.2,6.5,126.0
2006-07-03,29.3,6.7,238.0
2006-07-06,39.0,7.2,144.0
2006-07-11,34.0,6.0,147.0
2006-07-14,30.2,5.8,446.0
2006-07-19,25.8,5.5,nan
2006-07-24,24.2,5.2,93.0
2006-07-27,31.4,6.6,65.0
2006-08-02,25.8,8.3,85.0
2006-08-07,24.5,5.7,54.0
2006-08-10,24.0,5.2,64.0
2006-08-17,30.5,9.0,50.0
2006-08-22,38.3,11.0,36.0
2006-08-25,37.6,11.6,56.0
2006-08-30,32.7,6.3,63.0
2006-09-05,50.5,13.3,105.0
2006-09-08,35.2,4.2,108.0
2006-09-13,27.3,4.0,65.0
2006-09-18,71.5,26.8,155.0
2006-09-21,47.5,43.5,86.0
2006-09-26,45.0,4.5,198.0
2006-10-03,45.4,4.2,133.0
2006-10-06,51.5,13.5,151.0
2006-10-11,39.5,6.2,140.0
2006-10-16,53.8,6.0,206.0
2006-10-19,40.8,44.3,82.0
2006-10-25,48.3,14.5,nan
2006-10-30,42.5,19.8,nan
2006-11-03,25.5,11.3,420.0
2006-11-08,69.8,22.8,254.0
2006-11-13,41.3,14.3,216.0
2006-11-16,56.2,9.2,135.0
2006-11-21,72.5,11.0,206.0
2006-11-24,72.0,8.2,241.0
2006-11-29,28.8,4.2,338.0
2006-12-05,48.8,5.2,223.0
2006-12-08,56.2,4.0,154.0
2006-12-13,55.3,5.3,205.0
2006-12-18,64.2,8.3,152.0
2006-12-21,58.2,6.3,328.0
2006-12-27,56.2,5.2,131.0
2007-01-03,53.3,6.3,212.0
2007-01-08,62.7,8.3,440.0
2007-01-11,60.5,6.3,361.0
2007-01-16,62.7,4.7,233.0
2007-01-19,58.8,5.0,127.0
2007-01-24,50.8,4.7,241.0
2007-02-01,53.5,6.8,293.0
2007-02-06,36.7,4.0,265.0
2007-02-09,48.5,5.5,196.0
2007-02-14,58.8,5.3,264.0
2007-02-20,51.0,5.2,110.0
2007-02-23,56.2,4.7,81.0
2007-03-01,26.3,4.3,79.0
2007-03-06,42.0,4.3,138.0
2007-03-09,49.0,5.8,154.0
2007-03-14,42.3,5.0,68.0
2007-03-19,54.2,5.0,137.0
2007-03-22,40.5,4.5,117.0
2007-03-28,37.7,4.3,115.0
2007-04-03,37.0,4.3,178.0
2007-04-09,38.5,4.5,83.0
2007-04-12,41.2,4.5,157.0
2007-04-17,48.5,4.8,126.0
2007-04-20,55.3,4.8,172.0
2007-04-25,46.0,4.3,nan
2007-05-01,51.0,4.7,nan
2007-05-07,46.0,4.3,nan
2007-05-10,52.0,4.5,nan
2007-05-15,45.8,4.2,nan
2007-05-18,56.7,4.2,nan
2007-05-23,58.2,4.0,nan
2007-05-28,52.2,4.7,nan
2007-06-01,40.5,4.2,nan
2007-06-06,44.2,4.2,nan
2007-06-11,52.2,4.7,164.0
2007-06-14,44.8,4.2,158.0
2007-06-19,43.0,5.0,116.0
2007-06-22,40.8,4.2,nan
2007-06-27,41.2,4.0,nan
2007-07-03,36.2,4.0,nan
2007-07-06,39.7,4.2,nan
2007-07-16,40.0,4.8,nan
2007-07-19,31.0,4.3,nan
2007-07-24,33.7,4.3,75.0
2007-07-27,35.3,4.0,nan
2007-08-02,36.5,4.0,nan
2007-08-07,39.2,4.0,106.0
2007-08-10,40.3,4.0,70.0
2007-08-16,44.0,4.5,139.0
2007-08-21,36.7,4.3,62.0
2007-08-24,27.0,4.0,50.0
2007-08-29,32.3,4.0,nan
2007-09-05,35.3,4.0,nan
2007-09-10,34.5,4.0,73.0
2007-09-13,35.3,4.0,89.0
2007-09-18,42.5,5.0,142.0
2007-09-21,41.3,4.5,161.0
2007-09-26,25.0,4.0,38.0
2007-10-03,46.0,4.0,238.0
2007-10-08,51.2,4.2,162.0
2007-10-11,49.0,4.2,167.0
2007-10-16,42.3,4.0,98.0
2007-10-19,51.3,4.2,187.0
2007-10-24,56.2,4.7,253.0
2007-10-29,52.5,4.0,282.0
2007-11-02,61.5,5.0,294.0
2007-11-07,62.5,4.3,251.0
2007-11-13,61.5,4.3,308.0
2007-11-16,64.8,4.5,nan
2007-11-21,55.5,4.5,229.0
2007-11-26,75.8,5.8,375.0
2007-11-29,79.8,5.7,281.0
2007-12-05,76.7,5.5,331.0
2007-12-10,78.8,5.0,296.0
2007-12-13,71.5,5.5,160.0
2007-12-18,53.3,4.5,131.0
2007-12-24,56.3,4.8,157.0
2007-12-28,58.0,4.3,123.0
2008-01-03,52.2,4.8,194.0
2008-01-08,75.5,4.7,162.0
2008-01-11,45.8,4.0,59.0
