Date,NO2,SO2,RSPM/PM10
2011-01-04,52.0,23.0,219.0
2011-01-05,56.0,32.0,271.0
2011-01-18,108.0,22.0,252.0
2011-01-19,104.0,15.0,212.0
2011-01-20,113.0,15.0,383.0
2011-01-27,92.0,18.0,324.0
2011-01-28,86.0,23.0,533.0
2011-01-29,117.0,15.0,493.0
2011-02-04,112.0,18.0,344.0
2011-02-05,106.0,20.0,263.0
2011-02-06,99.0,10.0,229.0
2011-02-08,77.0,21.0,199.0
2011-02-09,72.0,18.0,201.0
2011-02-10,93.0,22.0,290.0
2011-02-15,92.0,10.0,126.0
2011-02-16,75.0,12.0,172.0
2011-03-01,90.0,19.0,193.0
2011-03-02,103.0,15.0,194.0
2011-03-03,104.0,6.0,133.0
2011-03-07,53.0,11.0,141.0
2011-03-14,89.0,7.0,240.0
2011-03-22,80.0,7.0,201.0
2011-03-23,60.0,9.0,252.0
2011-03-27,63.0,11.0,302.0
2011-03-28,83.0,9.0,189.0
2011-04-06,45.0,10.0,352.0
2011-04-07,40.0,11.0,257.0
2011-04-08,77.0,11.0,178.0
2011-04-12,73.0,10.0,203.0
2011-04-13,87.0,4.0,159.0
2011-04-27,100.0,2.0,173.0
2011-04-28,88.0,3.0,265.0
2011-05-03,50.0,2.0,288.0
2011-05-04,63.0,2.0,201.0
2011-05-05,61.0,2.0,141.0
2011-05-06,56.0,5.0,160.0
2011-05-07,62.0,5.0,235.0
2011-05-11,55.0,2.0,245.0
2011-05-12,56.0,2.0,233.0
2011-05-13,69.0,7.0,221.0
2011-06-01,43.0,10.0,165.0
2011-06-02,68.0,24.0,190.0
2011-06-15,41.0,2.0,69.0
2011-06-16,49.0,3.0,93.0
2011-06-17,71.0,5.0,108.0
2011-06-21,49.0,4.0,134.0
2011-06-22,19.0,5.0,78.0
2011-06-23,20.0,4.0,109.0
2011-07-13,25.0,2.0,88.0
2011-07-14,24.0,2.0,70.0
2011-07-15,26.0,2.0,62.0
2011-07-19,53.0,2.0,136.0
2011-07-20,33.0,2.0,112.0
2011-07-21,41.0,3.0,108.0
2011-07-23,26.0,2.0,59.0
2011-07-24,19.0,2.0,70.0
2011-08-02,39.0,4.0,104.0
2011-08-03,52.0,2.0,83.0
2011-08-04,59.0,2.0,95.0
2011-08-17,60.0,2.0,82.0
2011-08-18,71.0,2.0,104.0
2011-08-19,53.0,2.0,50.0
2011-08-24,47.0,2.0,128.0
2011-08-25,58.0,3.0,138.0
2011-09-01,48.0,4.0,65.0
2011-09-02,39.0,14.0,54.0
2011-09-13,49.0,9.0,124.0
2011-09-14,40.0,7.0,103.0
2011-09-15,63.0,15.0,78.0
2011-09-27,29.0,3.0,124.0
2011-09-28,30.0,9.0,126.0
2011-09-29,35.0,14.0,124.0
2011-10-03,55.0,4.0,233.0
2011-10-04,72.0,22.0,167.0
2011-10-08,37.0,22.0,256.0
2011-10-09,32.0,19.0,231.0
2011-10-10,40.0,23.0,220.0
2011-10-12,73.0,11.0,253.0
2011-10-13,57.0,11.0,271.0
2011-10-14,67.0,25.0,220.0
2011-11-02,101.0,2.0,298.0
2011-11-03,118.0,5.0,400.0
2011-11-04,130.0,4.0,600.0
2011-11-09,84.0,20.0,493.0
2011-11-10,73.0,17.0,487.0
2011-11-11,67.0,3.0,292.0
2011-11-16,125.0,8.0,426.0
2011-11-17,121.0,7.0,414.0
2011-12-01,135.0,20.0,590.0
2011-12-02,128.0,18.0,530.0
2011-12-03,91.0,13.0,405.0
2011-12-10,104.0,16.0,184.0
2011-12-11,104.0,14.0,296.0
2011-12-12,109.0,22.0,476.0
2011-12-16,116.0,15.0,501.0
2011-12-17,139.0,10.0,484.0
2012-01-07,87.0,10.0,193.0
2012-01-08,83.0,17.0,245.0
2012-01-14,113.0,43.0,405.0
2012-01-15,89.0,10.0,213.0
2012-01-16,71.0,15.0,218.0
2012-01-19,98.0,21.0,378.0
2012-01-20,110.0,24.0,274.0
2012-01-21,85.0,29.0,265.0
2012-02-01,77.0,8.0,289.0
2012-02-02,96.0,17.0,454.0
2012-02-02,81.0,49.0,244.0
2012-02-03,93.0,25.0,304.0
2012-02-07,61.0,25.0,177.0
2012-02-08,72.0,39.0,199.0
2012-02-09,56.0,34.0,257.0
2012-02-21,88.0,30.0,226.0
2012-02-22,119.0,45.0,225.0
2012-03-01,117.0,35.0,302.0
2012-03-03,114.0,34.0,275.0
2012-03-20,73.0,14.0,843.0
2012-03-21,66.0,28.0,527.0
