Date,NO2,SO2,RSPM/PM10
2011-01-04,38.0,2.0,144.0
2011-01-05,53.0,2.0,190.0
2011-01-11,77.0,5.0,279.0
2011-01-12,93.0,6.0,432.0
2011-01-13,70.0,9.0,420.0
2011-01-22,67.0,12.0,177.0
2011-01-23,93.0,7.0,151.0
2011-01-24,104.0,13.0,210.0
2011-02-19,78.0,4.0,229.0
2011-02-20,79.0,3.0,99.0
2011-02-21,79.0,2.0,140.0
2011-02-22,103.0,3.0,203.0
2011-02-23,100.0,6.0,318.0
2011-02-25,76.0,4.0,90.0
2011-02-26,71.0,7.0,100.0
2011-02-27,50.0,3.0,63.0
2011-03-15,101.0,2.0,151.0
2011-03-16,85.0,2.0,129.0
2011-03-17,87.0,4.0,172.0
2011-03-22,82.0,3.0,156.0
2011-03-23,88.0,5.0,149.0
2011-03-24,78.0,6.0,193.0
2011-03-25,88.0,6.0,171.0
2011-03-26,77.0,3.0,199.0
2011-04-19,83.0,2.0,174.0
2011-04-20,87.0,2.0,147.0
2011-04-21,56.0,2.0,152.0
2011-04-22,84.0,3.0,131.0
2011-04-23,87.0,3.0,176.0
2011-04-27,100.0,2.0,237.0
2011-04-28,83.0,2.0,400.0
2011-04-29,91.0,2.0,386.0
2011-05-17,75.0,3.0,192.0
2011-05-18,76.0,3.0,126.0
2011-05-19,42.0,2.0,110.0
2011-05-20,26.0,2.0,164.0
2011-05-21,27.0,2.0,48.0
2011-05-24,73.0,2.0,157.0
2011-05-25,73.0,3.0,192.0
2011-05-26,51.0,4.0,99.0
2011-06-07,47.0,2.0,101.0
2011-06-08,41.0,2.0,118.0
2011-06-09,42.0,2.0,186.0
2011-06-15,43.0,2.0,59.0
2011-06-16,41.0,2.0,85.0
2011-06-17,49.0,2.0,66.0
2011-06-28,33.0,2.0,46.0
2011-06-29,46.0,2.0,43.0
2011-07-05,54.0,2.0,64.0
2011-07-06,55.0,2.0,51.0
2011-07-07,40.0,2.0,53.0
2011-07-19,52.0,2.0,77.0
2011-07-20,35.0,2.0,71.0
2011-07-21,46.0,2.0,74.0
2011-07-27,59.0,2.0,48.0
2011-07-28,51.0,2.0,34.0
2011-08-09,45.0,2.0,45.0
2011-08-10,63.0,2.0,27.0
2011-08-24,45.0,2.0,77.0
2011-08-25,51.0,2.0,67.0
2011-08-26,62.0,2.0,121.0
2011-08-27,62.0,3.0,56.0
2011-08-28,61.0,2.0,54.0
2011-08-29,55.0,2.0,62.0
2011-09-01,43.0,2.0,51.0
2011-09-02,29.0,4.0,34.0
2011-09-07,75.0,2.0,65.0
2011-09-08,66.0,5.0,41.0
2011-09-09,54.0,2.0,61.0
2011-09-20,33.0,2.0,56.0
2011-09-21,45.0,2.0,66.0
2011-09-22,35.0,2.0,54.0
2011-10-03,54.0,2.0,72.0
2011-10-04,58.0,2.0,78.0
2011-10-08,55.0,2.0,114.0
2011-10-09,59.0,2.0,99.0
2011-10-10,49.0,2.0,99.0
2011-10-19,114.0,3.0,253.0
2011-10-20,114.0,4.0,283.0
2011-10-21,117.0,3.0,327.0
